ID;B0;B1;B2;B3;B4;B5;B6;B7
2001;1;0;2;19;0;22;0;22
2002;2;0;0;0;3;23;2;124
2001;1;0;2;209;0;34;0;34
2002;2;0;0;170;3;243;2;151
2000;0;0;249;48;1;184;1;184
2015;5;159;0;58;0;0;0;5
2023;0;0;0;0;0;0;0;0
2002;2;0;1;135;0;13;2;209
2016;0;0;0;0;0;0;0;0
2000;0;0;7;208;255;96;0;232
2001;1;0;3;214;0;45;0;45
2002;2;0;3;50;3;254;3;108
2001;1;0;0;36;0;6;0;6
2002;2;0;1;36;0;201;1;138
2000;0;0;245;72;0;0;0;208
2001;1;0;3;245;0;52;0;52
2002;2;0;2;101;2;99;3;52
2001;1;0;3;31;0;132;0;132
2002;2;0;0;13;1;17;0;86
2015;2;92;0;95;0;0;0;5
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;24;1;184
2002;2;0;2;20;0;173;0;21
2006;0;0;0;0;0;0;0;0
2017;0;0;0;0;0;0;0;0
2001;1;0;0;244;0;52;0;52
2002;2;0;1;170;1;137;0;68
2000;0;0;245;72;1;184;255;96
2001;1;0;2;254;0;149;0;149
2002;2;0;1;54;2;184;0;55
2001;1;0;3;137;0;182;0;182
2002;2;0;0;109;1;127;0;105
2000;0;0;241;96;255;72;0;0
2001;1;0;1;218;0;147;0;147
2002;2;0;0;61;2;174;2;211
2015;6;129;0;76;0;0;0;4
2016;0;0;0;0;0;0;0;0
2002;2;0;1;34;3;141;1;123
2000;0;0;0;0;255;96;255;72
2017;0;0;0;0;0;0;0;0
2001;1;0;0;127;0;84;0;84
2002;2;0;0;110;0;196;0;166
2001;1;0;0;62;0;125;0;125
2002;2;0;1;106;0;171;1;89
2000;0;0;3;232;0;24;0;208
2001;1;0;2;109;0;100;0;100
2002;2;0;3;44;2;87;2;95
2001;1;0;3;25;0;36;0;36
2002;2;0;0;79;0;54;2;58
2015;4;0;0;223;0;0;0;2
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2004;0;100;255;112;0;100;0;70
2016;0;0;0;0;0;0;0;0
2001;1;0;3;137;0;122;0;122
2002;2;0;0;187;0;240;2;187
2001;1;0;0;156;0;125;0;125
2002;2;0;2;123;0;154;0;208
2000;0;0;241;96;0;48;0;0
2002;2;0;3;92;2;181;0;194
2001;1;0;2;172;0;38;0;38
2001;1;0;0;90;0;88;0;88
2002;2;0;3;235;3;82;2;220
2000;0;0;7;208;0;48;0;232
2001;1;0;2;16;0;162;0;162
2002;2;0;1;8;0;220;3;62
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2001;1;0;3;34;0;93;0;93
2000;0;0;11;184;0;24;255;96
2015;1;32;0;182;0;0;0;5
2001;1;0;0;222;0;165;0;165
2002;2;0;3;106;0;34;1;244
2001;1;0;1;126;0;166;0;166
2002;2;0;3;112;0;28;1;104
2000;0;0;253;24;0;24;255;96
2001;1;0;2;136;0;15;0;15
2002;2;0;0;42;1;8;1;68
2002;2;0;3;74;0;154;0;117
2000;0;0;253;24;0;0;0;48
2002;2;0;3;134;2;175;3;255
2003;3;0;0;0;0;0;3;210
2001;1;0;0;18;0;56;0;56
2002;2;0;0;3;0;187;3;193
2000;0;0;11;184;0;232;0;24
2001;1;0;0;56;0;81;0;81
2002;2;0;0;3;1;185;0;246
2015;8;110;0;171;0;0;0;5
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2000;0;0;11;184;1;184;0;232
2001;1;0;0;243;0;157;0;157
2002;2;0;3;1;1;119;3;73
2017;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;1;146
2004;0;100;0;56;1;44;0;44
2001;1;0;1;94;0;189;0;189
2002;2;0;0;78;2;183;2;100
2015;5;47;0;147;0;0;0;5
2016;0;0;0;0;0;0;0;0
2002;2;0;1;215;2;134;3;11
2005;0;0;0;0;0;0;0;0
2001;1;0;0;165;0;85;0;85
2002;2;0;2;16;2;95;2;223
2000;0;0;0;0;0;24;255;72
2001;1;0;3;183;0;6;0;6
2002;2;0;0;38;1;82;2;183
2001;1;0;1;216;0;120;0;120
2002;2;0;0;44;1;249;3;3
2000;0;0;253;24;255;72;255;72
2001;1;0;1;211;0;44;0;44
2015;1;141;0;126;0;0;0;5
2018;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;1;196;3;216;2;202
2001;1;0;2;144;0;158;0;158
2002;2;0;1;241;0;13;2;189
2000;0;0;249;48;255;96;255;96
2001;1;0;3;44;0;127;0;127
2002;2;0;2;14;1;113;0;40
2001;1;0;2;209;0;46;0;46
2002;2;0;3;152;1;141;1;200
2001;1;0;2;51;0;180;0;180
2006;0;0;0;0;0;0;0;0
2004;0;100;0;0;0;56;0;14
2000;0;0;241;96;0;232;255;72
2001;1;0;3;26;0;127;0;127
2002;2;0;1;223;0;6;3;209
2017;0;0;0;0;0;0;0;0
2000;0;0;245;72;1;184;0;48
2015;7;86;0;153;0;0;0;5
2001;1;0;3;15;0;85;0;85
2002;2;0;0;215;1;42;2;114
2001;1;0;3;245;0;50;0;50
2000;0;0;0;0;0;48;255;96
2002;2;0;1;10;2;44;3;161
2001;1;0;1;64;0;194;0;194
2002;2;0;3;254;1;106;2;75
2001;1;0;1;77;0;180;0;180
2002;2;0;3;225;0;44;3;252
2000;0;0;249;48;255;96;0;24
2015;4;85;0;221;0;0;0;2
2016;0;0;0;0;0;0;0;0
2002;2;0;0;176;3;151;3;237
2017;0;0;0;0;0;0;0;0
2001;1;0;0;108;0;96;0;96
2002;2;0;3;83;1;250;1;45
2000;0;0;249;48;0;208;0;0
2001;1;0;2;132;0;30;0;30
2002;2;0;2;24;2;46;1;45
2006;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;2;125
2001;1;0;0;112;0;60;0;60
2002;2;0;1;122;0;61;3;67
2018;0;0;0;0;0;0;0;0
2000;0;0;0;0;0;0;255;72
2002;2;0;2;245;3;57;1;254
2015;4;206;0;251;0;0;0;3
2001;1;0;1;73;0;190;0;190
2002;2;0;3;153;2;12;1;216
2000;0;0;3;232;0;232;255;96
2001;1;0;3;7;0;26;0;26
2002;2;0;3;190;0;89;1;89
2001;1;0;0;105;0;103;0;103
2002;2;0;2;26;1;244;1;55
2001;1;0;1;116;0;11;0;11
2002;2;0;3;75;3;145;2;37
2000;0;0;245;72;0;24;255;72
2015;3;235;0;188;0;0;0;2
2018;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2001;1;0;2;148;0;191;0;191
2002;2;0;1;67;2;147;2;28
2016;0;0;0;0;0;0;0;0
2000;0;0;241;96;255;72;0;0
2002;2;0;1;61;0;131;3;230
2001;1;0;0;53;0;55;0;55
2001;1;0;0;69;0;112;0;112
2002;2;0;1;13;3;125;2;199
2003;3;0;0;0;0;0;1;236
2006;0;0;0;0;0;0;0;0
2000;0;0;253;24;255;72;0;24
2004;0;100;1;44;1;44;0;38
2001;1;0;2;132;0;142;0;142
2002;2;0;1;85;3;155;1;109
2001;1;0;0;74;0;75;0;75
2002;2;0;3;245;1;108;2;28
2015;1;185;0;52;0;0;0;5
2018;0;0;0;0;0;0;0;0
2000;0;0;0;0;0;0;1;184
2016;0;0;0;0;0;0;0;0
2001;1;0;1;148;0;180;0;180
2002;2;0;2;94;3;8;2;32
2001;1;0;2;56;0;126;0;126
2002;2;0;2;51;0;193;3;216
2000;0;0;253;24;255;96;0;0
2001;1;0;1;57;0;110;0;110
2002;2;0;3;140;3;96;1;178
2001;1;0;3;100;0;183;0;183
2002;2;0;0;7;3;250;2;238
2000;0;0;7;208;255;72;0;232
2001;1;0;3;143;0;139;0;139
2002;2;0;2;126;1;125;2;152
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2015;9;62;0;106;0;0;0;0
2001;1;0;3;66;0;27;0;27
2000;0;0;3;232;1;184;0;24
2002;2;0;3;84;0;160;2;71
2001;1;0;0;61;0;129;0;129
2002;2;0;3;57;0;159;1;167
2003;3;0;0;0;0;0;0;131
2004;0;0;0;0;0;156;0;59
2006;0;0;0;0;0;0;0;0
2005;0;0;0;0;0;0;0;0
2001;1;0;1;43;0;33;0;33
2000;0;0;249;48;255;96;255;96
2001;1;0;1;145;0;79;0;79
2002;2;0;2;80;3;101;0;156
2002;2;0;2;41;1;195;1;29
2015;1;60;0;208;0;0;0;2
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;1;68;3;61;3;5
2017;0;0;0;0;0;0;0;0
2001;1;0;2;79;0;32;0;32
2002;2;0;2;70;1;26;2;42
2000;0;0;245;72;0;0;0;48
2001;1;0;3;11;0;148;0;148
2002;2;0;3;71;3;65;0;215
2001;1;0;3;185;0;40;0;40
2002;2;0;2;5;3;143;0;31
2000;0;0;11;184;255;96;0;48
2001;1;0;0;120;0;46;0;46
2002;2;0;0;114;2;112;2;158
2015;3;62;0;181;0;0;0;3
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;2;240;1;150;2;2
2000;0;0;11;184;0;48;0;232
2002;2;0;1;18;1;35;1;174
2017;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;0;47
2004;0;100;0;100;0;200;0;50
2006;0;0;0;0;0;0;0;0
2001;1;0;2;142;0;180;0;180
2002;2;0;1;119;0;126;3;76
2005;0;0;0;0;0;0;0;0
2000;0;0;253;24;0;48;0;232
2001;1;0;2;127;0;38;0;38
2002;2;0;2;43;3;169;2;125
2001;1;0;0;169;0;129;0;129
2002;2;0;2;103;0;226;3;64
2015;0;107;0;106;0;0;0;3
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;24;255;72
2001;1;0;1;38;0;53;0;53
2002;2;0;0;210;2;126;0;75
2001;1;0;0;251;0;102;0;102
2000;0;0;241;96;0;48;1;184
2001;1;0;1;14;0;85;0;85
2002;2;0;1;127;3;95;0;97
2017;0;0;0;0;0;0;0;0
2001;1;0;2;205;0;183;0;183
2002;2;0;3;68;1;176;0;20
2000;0;0;253;24;0;24;0;0
2001;1;0;1;244;0;171;0;171
2002;2;0;1;184;3;9;0;177
2015;7;159;0;152;0;0;0;1
2017;0;0;0;0;0;0;0;0
2002;2;0;0;28;0;195;0;34
2000;0;0;245;72;255;72;255;96
2003;3;0;0;0;0;0;0;79
2004;0;56;255;212;255;112;0;61
2006;0;0;0;0;0;0;0;0
2002;2;0;2;75;0;156;3;132
2016;0;0;0;0;0;0;0;0
2001;1;0;0;83;0;85;0;85
2002;2;0;0;180;2;151;2;246
2000;0;0;7;208;0;24;0;48
2001;1;0;1;92;0;169;0;169
2002;2;0;3;177;0;72;1;181
2001;1;0;3;21;0;38;0;38
2002;2;0;0;70;1;146;1;98
2017;0;0;0;0;0;0;0;0
2000;0;0;253;24;255;96;1;184
2015;9;57;0;54;0;0;0;0
2001;1;0;2;47;0;65;0;65
2002;2;0;3;113;3;189;2;80
2001;1;0;2;138;0;185;0;185
2002;2;0;3;108;0;43;0;85
2001;1;0;1;121;0;85;0;85
2002;2;0;2;196;2;35;1;125
2000;0;0;253;24;0;0;0;24
2001;1;0;2;59;0;103;0;103
2002;2;0;0;192;1;239;1;206
2000;0;0;245;72;0;24;1;184
2015;1;64;0;65;0;0;0;0
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;2;51;3;197;3;178
2003;3;0;0;0;0;0;0;126
2002;2;0;1;144;0;190;0;3
2017;0;0;0;0;0;0;0;0
2001;1;0;3;123;0;18;0;18
2002;2;0;2;171;0;199;1;121
2000;0;0;11;184;0;232;0;208
2001;1;0;3;220;0;47;0;47
2002;2;0;0;87;1;200;2;151
2001;1;0;0;226;0;102;0;102
2002;2;0;1;176;0;33;2;216
2015;7;236;0;254;0;0;0;5
2016;0;0;0;0;0;0;0;0
2002;2;0;0;201;2;8;2;245
2017;0;0;0;0;0;0;0;0
2001;1;0;2;122;0;67;0;67
2002;2;0;2;54;3;58;0;153
2000;0;0;11;184;0;48;0;24
2001;1;0;3;49;0;67;0;67
2002;2;0;1;202;0;95;2;203
2001;1;0;2;104;0;111;0;111
2002;2;0;3;155;0;31;0;207
2000;0;0;3;232;255;72;0;0
2001;1;0;0;46;0;85;0;85
2002;2;0;1;58;2;27;1;50
2015;1;92;0;12;0;0;0;5
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2001;1;0;3;53;0;142;0;142
2004;255;212;0;100;1;44;0;60
2017;0;0;0;0;0;0;0;0
2000;0;0;11;184;255;72;255;96
2001;1;0;2;170;0;107;0;107
2002;2;0;2;208;0;77;3;164
2001;1;0;3;53;0;129;0;129
2002;2;0;0;1;0;5;3;15
2000;0;0;245;72;255;96;1;184
2001;1;0;3;228;0;160;0;160
2002;2;0;1;177;1;151;3;253
2001;1;0;0;254;0;39;0;39
2002;2;0;3;232;1;9;3;68
2015;1;217;0;113;0;0;0;5
2017;0;0;0;0;0;0;0;0
2000;0;0;3;232;0;0;1;184
2002;2;0;0;244;3;104;2;255
2016;0;0;0;0;0;0;0;0
2001;1;0;2;146;0;34;0;34
2002;2;0;3;69;0;110;3;117
2000;0;0;11;184;255;96;1;184
2001;1;0;0;222;0;88;0;88
2002;2;0;3;162;1;196;1;72
2001;1;0;0;73;0;14;0;14
2002;2;0;1;105;1;93;0;226
2000;0;0;7;208;1;184;0;48
2002;2;0;1;38;0;69;2;154
2002;2;0;0;196;3;29;1;95
2000;0;0;249;48;255;96;0;24
2001;1;0;3;41;0;178;0;178
2002;2;0;3;246;0;158;2;93
2001;1;0;0;85;0;123;0;123
2015;4;49;0;177;0;0;0;1
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2001;1;0;0;193;0;161;0;161
2002;2;0;2;2;1;21;3;182
2017;0;0;0;0;0;0;0;0
2001;1;0;2;146;0;69;0;69
2002;2;0;2;204;0;141;0;231
2000;0;0;249;48;0;0;255;72
2001;1;0;1;71;0;21;0;21
2002;2;0;0;218;0;29;1;132
2001;1;0;2;214;0;193;0;193
2002;2;0;3;36;0;215;3;252
2015;5;171;0;133;0;0;0;3
2017;0;0;0;0;0;0;0;0
2002;2;0;1;122;1;73;1;227
2016;0;0;0;0;0;0;0;0
2001;1;0;0;51;0;113;0;113
2002;2;0;3;207;0;34;2;234
2000;0;0;253;24;1;184;255;72
2001;1;0;1;104;0;110;0;110
2002;2;0;0;105;1;36;2;77
2006;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;1;244
2001;1;0;0;233;0;199;0;199
2002;2;0;1;29;3;113;1;75
2000;0;0;253;24;0;0;0;24
2001;1;0;0;167;0;73;0;73
2015;3;188;0;167;0;0;0;2
2019;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;2;129;0;221;0;121
2001;1;0;3;34;0;169;0;169
2002;2;0;0;113;2;84;2;141
2000;0;0;241;96;0;24;0;232
2001;1;0;0;220;0;79;0;79
2002;2;0;0;143;0;149;1;181
2001;1;0;3;115;0;126;0;126
2002;2;0;2;226;0;242;0;187
2000;0;0;7;208;0;48;0;0
2001;1;0;0;131;0;33;0;33
2002;2;0;1;82;3;183;1;23
2015;1;215;0;39;0;0;0;3
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;3;5;2;219;0;245
2001;1;0;3;135;0;35;0;35
2002;2;0;3;88;1;148;2;91
2017;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;232;255;96
2001;1;0;2;155;0;68;0;68
2003;3;0;0;0;0;0;0;147
2006;0;0;0;0;0;0;0;0
2002;2;0;1;235;1;182;2;124
2001;1;0;2;206;0;118;0;118
2002;2;0;0;217;3;35;1;17
2000;0;0;0;0;255;72;0;0
2001;1;0;3;61;0;74;0;74
2016;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;1;16;3;148;0;102
2002;2;0;3;173;3;208;2;158
2000;0;0;241;96;1;184;0;24
2001;1;0;1;245;0;125;0;125
2002;2;0;1;152;2;93;0;199
2001;1;0;2;83;0;156;0;156
2002;2;0;3;69;2;232;3;160
2000;0;0;245;72;1;184;1;184
2002;2;0;3;219;1;105;1;104
2001;1;0;2;135;0;156;0;156
2001;1;0;1;12;0;176;0;176
2002;2;0;3;36;3;112;1;89
2015;8;62;0;64;0;0;0;4
2016;0;0;0;0;0;0;0;0
2018;0;0;0;0;0;0;0;0
2000;0;0;249;48;0;208;255;72
2001;1;0;0;136;0;173;0;173
2002;2;0;2;226;1;97;3;164
2001;1;0;2;64;0;155;0;155
2002;2;0;3;130;0;66;1;42
2003;3;0;0;0;0;0;3;95
2006;0;0;0;0;0;0;0;0
2000;0;0;253;24;1;184;255;72
2017;0;0;0;0;0;0;0;0
2001;1;0;3;61;0;82;0;82
2002;2;0;3;165;1;182;2;185
2001;1;0;3;254;0;188;0;188
2002;2;0;1;175;0;171;3;201
2000;0;0;253;24;255;72;0;48
2001;1;0;3;155;0;46;0;46
2015;3;253;0;236;0;0;0;2
2018;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;1;92;2;53;1;179
2001;1;0;3;104;0;80;0;80
2002;2;0;2;145;3;97;2;167
2000;0;0;253;24;255;72;255;96
2001;1;0;2;97;0;112;0;112
2002;2;0;1;46;3;60;0;59
2001;1;0;3;133;0;41;0;41
2002;2;0;1;50;2;132;0;25
2000;0;0;3;232;0;24;255;72
2001;1;0;1;54;0;140;0;140
2002;2;0;1;95;1;112;1;127
2001;1;0;1;172;0;129;0;129
2002;2;0;0;246;3;179;3;47
2017;0;0;0;0;0;0;0;0
2000;0;0;7;208;1;184;255;96
2015;1;45;0;79;0;0;0;4
2001;1;0;2;15;0;1;0;1
2002;2;0;0;75;1;6;1;167
2006;0;0;0;0;0;0;0;0
2001;1;0;0;132;0;147;0;147
2002;2;0;1;168;1;184;2;115
2000;0;0;245;72;0;0;0;24
2003;3;0;0;0;0;0;0;161
2001;1;0;0;2;0;111;0;111
2002;2;0;1;27;0;253;3;172
2001;1;0;2;41;0;49;0;49
2002;2;0;2;182;2;146;0;222
2000;0;0;253;24;0;232;1;184
2015;4;215;0;43;0;0;0;0
2002;2;0;2;156;2;140;3;46
2016;0;0;0;0;0;0;0;0
2000;0;0;0;0;0;24;0;232
2001;1;0;2;49;0;150;0;150
2002;2;0;2;231;2;88;1;125
2001;1;0;1;58;0;134;0;134
2002;2;0;0;95;3;7;3;124
2000;0;0;249;48;0;208;255;96
2001;1;0;1;124;0;6;0;6
2002;2;0;2;12;3;74;2;196
2001;1;0;0;212;0;145;0;145
2002;2;0;2;158;3;254;1;72
2015;2;141;0;33;0;0;0;0
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;2;187;1;32;3;104
2001;1;0;3;223;0;34;0;34
2017;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;1;167
2004;0;0;0;100;255;112;0;18
2006;0;0;0;0;0;0;0;0
2002;2;0;3;155;3;28;3;203
2000;0;0;245;72;1;184;1;184
2002;2;0;1;87;1;176;1;20
2005;0;0;0;0;0;0;0;0
2001;1;0;3;255;0;92;0;92
2002;2;0;2;37;2;113;1;212
2000;0;0;241;96;0;208;255;72
2001;1;0;3;146;0;139;0;139
2002;2;0;0;24;1;182;0;69
2015;4;162;0;251;0;0;0;1
2016;0;0;0;0;0;0;0;0
2002;2;0;1;161;2;92;2;6
2017;0;0;0;0;0;0;0;0
2000;0;0;11;184;255;96;1;184
2001;1;0;2;192;0;133;0;133
2002;2;0;2;111;0;31;3;113
2001;1;0;0;11;0;53;0;53
2002;2;0;3;33;3;139;2;52
2000;0;0;249;48;1;184;255;96
2001;1;0;1;164;0;169;0;169
2002;2;0;0;50;3;155;1;220
2001;1;0;0;231;0;155;0;155
2002;2;0;3;241;0;146;3;97
2015;9;121;0;207;0;0;0;0
2018;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;0;0;208
2003;3;0;0;0;0;0;3;123
2006;0;0;0;0;0;0;0;0
2002;2;0;3;190;0;72;2;71
2016;0;0;0;0;0;0;0;0
2001;1;0;3;198;0;167;0;167
2002;2;0;0;223;0;133;0;52
2000;0;0;253;24;0;24;0;232
2001;1;0;3;242;0;0;0;0
2002;2;0;1;119;1;71;1;11
2001;1;0;3;194;0;186;0;186
2002;2;0;3;75;2;201;0;239
2000;0;0;249;48;255;72;0;232
2001;1;0;3;43;0;152;0;152
2002;2;0;0;100;0;58;1;102
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2001;1;0;2;238;0;10;0;10
2000;0;0;253;24;0;0;255;72
2015;4;76;0;14;0;0;0;2
2001;1;0;1;250;0;4;0;4
2002;2;0;1;225;3;55;1;30
2001;1;0;1;85;0;8;0;8
2002;2;0;2;143;0;151;3;68
2000;0;0;11;184;0;48;0;48
2001;1;0;0;254;0;53;0;53
2002;2;0;0;98;0;143;3;164
2015;8;49;0;106;0;0;0;0
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2004;255;112;1;44;0;100;0;44
2002;2;0;1;220;3;153;2;242
2017;0;0;0;0;0;0;0;0
2001;1;0;2;38;0;52;0;52
2002;2;0;2;235;0;142;1;189
2000;0;0;7;208;0;232;0;0
2001;1;0;0;102;0;11;0;11
2002;2;0;0;53;2;140;0;208
2001;1;0;2;209;0;101;0;101
2002;2;0;0;184;1;61;1;151
2000;0;0;11;184;255;96;0;232
2001;1;0;0;127;0;70;0;70
2002;2;0;3;93;1;131;0;14
2015;2;40;0;168;0;0;0;4
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;2;187;1;6;2;155
2017;0;0;0;0;0;0;0;0
2000;0;0;0;0;255;96;0;0
2002;2;0;2;44;2;142;1;192
2001;1;0;0;72;0;2;0;2
2001;1;0;0;137;0;87;0;87
2002;2;0;3;107;3;135;3;167
2000;0;0;249;48;255;72;0;24
2001;1;0;1;123;0;133;0;133
2002;2;0;1;129;2;45;3;226
2001;1;0;1;193;0;19;0;19
2002;2;0;3;155;2;120;0;104
2004;0;200;0;200;0;200;0;8
2015;7;105;0;245;0;0;0;1
2002;2;0;0;174;3;130;2;229
2003;3;0;0;0;0;0;1;11
2001;1;0;1;189;0;35;0;35
2002;2;0;2;25;2;163;3;247
2000;0;0;249;48;0;24;0;208
2001;1;0;3;87;0;93;0;93
2002;2;0;3;241;2;185;0;221
2001;1;0;0;80;0;50;0;50
2002;2;0;3;243;3;126;0;201
2000;0;0;0;0;255;72;1;184
2023;0;0;0;0;0;0;0;0
2001;1;0;0;125;0;4;0;4
2001;1;0;0;202;0;101;0;101
2002;2;0;1;28;3;226;3;15
2000;0;0;7;208;0;24;0;232
2001;1;0;3;78;0;139;0;139
2002;2;0;2;11;0;220;2;92
2001;1;0;2;170;0;195;0;195
2002;2;0;3;126;2;79;1;30
2000;0;0;249;48;255;96;1;184
2001;1;0;2;204;0;72;0;72
2002;2;0;2;173;2;218;0;110
2019;0;0;0;0;0;0;0;0
2002;2;0;1;153;0;135;3;183
2002;2;0;3;27;0;61;1;91
2001;1;0;2;213;0;140;0;140
2002;2;0;2;146;1;65;1;49
2000;0;0;245;72;0;208;0;0
2001;1;0;0;152;0;150;0;150
2002;2;0;1;124;1;105;2;107
2001;1;0;2;44;0;40;0;40
2002;2;0;1;103;1;93;2;205
2000;0;0;7;208;1;184;0;48
2001;1;0;3;226;0;161;0;161
2002;2;0;1;132;0;71;2;190
2015;7;33;0;204;0;0;0;4
2016;0;0;0;0;0;0;0;0
2018;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;0;137;3;20;0;101
2017;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;24;1;184
2002;2;0;2;81;1;18;0;43
2001;1;0;1;67;0;117;0;117
2001;1;0;1;188;0;33;0;33
2002;2;0;3;46;1;142;1;145
2004;255;112;255;112;255;212;0;54
2005;0;0;0;0;0;0;0;0
2000;0;0;249;48;0;232;0;232
2001;1;0;1;207;0;151;0;151
2002;2;0;0;158;2;112;0;139
2001;1;0;1;44;0;193;0;193
2002;2;0;1;247;3;49;2;25
2000;0;0;7;208;0;232;0;208
2001;1;0;0;72;0;197;0;197
2002;2;0;3;85;2;10;3;239
2015;2;58;0;171;0;0;0;4
2001;1;0;3;83;0;122;0;122
2002;2;0;1;178;2;45;2;62
2000;0;0;0;0;255;96;0;208
2001;1;0;0;39;0;140;0;140
2002;2;0;0;77;1;131;3;163
2001;1;0;2;116;0;16;0;16
2002;2;0;2;18;0;125;0;218
2000;0;0;3;232;0;232;0;24
2001;1;0;0;163;0;145;0;145
2002;2;0;3;204;2;163;3;205
2015;1;118;0;23;0;0;0;3
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2016;0;0;0;0;0;0;0;0
2001;1;0;1;80;0;28;0;28
2002;2;0;0;212;2;109;3;0
2000;0;0;249;48;0;24;0;232
2001;1;0;1;59;0;34;0;34
2003;3;0;0;0;0;0;0;16
2006;0;0;0;0;0;0;0;0
2002;2;0;2;32;0;44;2;30
2001;1;0;2;150;0;84;0;84
2002;2;0;3;24;2;43;3;243
2000;0;0;11;184;0;48;0;48
2001;1;0;3;142;0;20;0;20
2002;2;0;1;116;0;169;0;48
2001;1;0;1;104;0;179;0;179
2002;2;0;2;119;3;180;2;86
2000;0;0;245;72;0;24;0;232
2002;2;0;1;135;0;223;2;65
2015;9;31;0;37;0;0;0;2
2001;1;0;2;190;0;31;0;31
2002;2;0;2;58;1;140;2;220
2000;0;0;0;0;0;208;0;208
2001;1;0;3;56;0;160;0;160
2002;2;0;3;145;0;90;0;129
2001;1;0;3;250;0;11;0;11
2002;2;0;0;67;3;121;1;72
2015;9;18;0;164;0;0;0;0
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;2;115;2;146;3;55
2000;0;0;253;24;255;72;0;0
2000;0;0;0;0;0;48;255;96
2001;1;0;2;18;0;54;0;54
2002;2;0;2;133;1;210;0;173
2003;3;0;0;0;0;0;0;216
2006;0;0;0;0;0;0;0;0
2001;1;0;0;141;0;152;0;152
2002;2;0;3;103;0;210;2;136
2004;0;100;0;56;0;156;0;27
2000;0;0;7;208;0;208;255;96
2002;2;0;3;77;1;18;2;72
2001;1;0;2;69;0;145;0;145
2001;1;0;3;33;0;82;0;82
2002;2;0;2;197;1;114;3;50
2015;2;105;0;126;0;0;0;1
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2000;0;0;0;0;1;184;0;208
2002;2;0;1;138;2;160;0;247
2001;1;0;2;86;0;99;0;99
2002;2;0;3;148;0;132;3;97
2017;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;0;0;48
2001;1;0;0;185;0;40;0;40
2002;2;0;0;9;3;17;2;167
2001;1;0;1;100;0;180;0;180
2002;2;0;2;128;1;151;3;171
2000;0;0;245;72;0;208;0;208
2002;2;0;3;249;2;65;1;249
2001;1;0;3;221;0;59;0;59
2015;9;189;0;142;0;0;0;1
2018;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2001;1;0;2;191;0;98;0;98
2002;2;0;0;60;2;92;2;221
2016;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;0;177
2000;0;0;11;184;0;48;255;96
2001;1;0;1;245;0;41;0;41
2002;2;0;3;73;0;190;2;244
2004;0;0;255;112;1;44;0;48
